"tm897538,Let's Dance,MOVIE,A look into the problem of marital boredom through the story of the lawyer Salwa who finds a sanctuary in a dance studio. Dancing helps her handle the stress of her life with her husband Khaled  but she has to contend with Khaled's disapproval and her society's condemnation.,2006,,115,['drama'],['EG'],,,,,0.872,5.0"
"ts95855,Wedding Planner,SHOW,""This is a love comedy that takes you behind the scenes of the latest bridal businesses  as well as the human drama of engaged couples  seen through the wedding planners' eyes  as they help to put on weddings. Toru Oomori works in the accounting department of a medium-sized firm. Unable to escape restructuring by his company  he gets sent to work at an affiliated company  """"Sweet Bridal """" as its president. Toru realizes his days as a salaried worker are numbered. That's why he's determined to increase sales  and regain lost ground. But there's just one major problem though - An incident that happened one year ago makes work here  very miserable."",2002,TV-14,39,['drama'],[],1.0,tt7885290,,,,"
"ts160526,Khawatir,SHOW,A TV show devoted to help young people to be mature in their faith  work & knowledge,2005,TV-14,20,['reality'],[],11.0,tt3062514,9.6,3046.0,,"
"ts19384,A Lion in the House,SHOW,Five families struggle with the ups and downs of cancer treatment over the course of six years.,2006,TV-14,225,['documentation'],['US'],1.0,,,,1.271,7.5"
"ts23353,Together,SHOW,Together is a Singaporean Chinese drama produced in 2009. It was telecasted on Singapore's free-to-air channel  MediaCorp Channel 8. It is MediaCorp's 46th anniversary year-end blockbuster drama  and was sponsored by the Media Development Authority of Singapore. It made its debut on 30 November 2009 and ended on 18 January 2010. This drama serial consists of 36 episodes  and was screened on every weekday night at 9:00 pm.,,,,,,,,,,,"
"tm85369,Hattrick,MOVIE,Despite cricket fever running wild  there are two people in India who dislike its influence over their lives. The first is Dr. Satyajit Chavan  who will not permit anyone in his home nor the hospital to view nor hear anything related to it,,,,,,,,,,,"
"tm476570,Menahi,MOVIE,Menahi is a Saudi Bedouin young man  single and living with his old mother. He is a simple  spontaneous and kind-heart man  instinctive and adhering to the ethics of the environment from which he emerged  such as honesty  honor and virility. He dreams of owning a small farm to raise sheep. But he went out into the city and didn't adapt to civic life.,2008,,100,['comedy'],[],,tt9600178,6.7,51.0,,"
"ts70843,The Prince Who Turns into a Frog,SHOW,The Prince Who Turns Into a Frog is a 2005 Taiwanese drama starring Ming Dow and Sam Wang of boyband 183 Club,,,,,,,,,,,"
"ts25707,The Little Nyonya,SHOW,A biographic flashback of an extended Peranakan family in Malacca,,,,,,,,,,,"
"ts8614,Breakout,SHOW,After losing her family in a suspicious car crash  a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.,2010,TV-14,44,['drama'  'action'],['SG'],1.0,tt7131684,6.7,7.0,3.557,"
